NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
264,부산광역시 부산진구 전포동,924,924,0,서면아이파크2단지,59.7846,202402,4,"52,500",-,9,개인,개인,2021,동성로 50,-,중개거래,부산 부산진구 부산 해운대구,-
265,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,84.9939,202402,17,"68,000",-,13,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,-
266,부산광역시 부산진구 전포동,927,927,0,e편한세상시민공원1단지,74.6687,202402,21,"60,000",-,18,개인,개인,2023,진남로 455,-,중개거래,부산 부산진구,-
267,부산광역시 부산진구 부전동,410-5,410,5,부영,35.11,202402,16,"7,000",-,1,개인,개인,1976,가야대로755번길 55-4,-,중개거래,부산 부산진구,-
268,부산광역시 부산진구 부전동,450,450,0,네오스포,84.645,202402,22,"22,800",-,17,개인,개인,1999,신천대로 122,-,중개거래,부산 부산진구,-
269,부산광역시 부산진구 부전동,505-6,505,6,한솔폴라리스,63.82,202402,1,"15,000",-,14,개인,개인,2005,가야대로 754,-,직거래,-,24.02.05
270,부산광역시 부산진구 부전동,505-6,505,6,한솔폴라리스,32.58,202402,7,"12,000",-,5,개인,개인,2005,가야대로 754,-,직거래,-,-
271,부산광역시 부산진구 범천동,735-6,735,6,토운모닝톤,49.87,202402,15,"15,000",-,13,개인,개인,2016,범일로131번길 43,-,중개거래,부산 부산진구,-
272,부산광역시 부산진구 범천동,842-2,842,2,두산위브센티움,84.93,202402,19,"42,000",-,15,개인,개인,2005,자유평화로37번길 67,-,중개거래,부산 부산진구,-
273,부산광역시 부산진구 범천동,842-11,842,11,가야누리애,84.94,202402,20,"31,100",-,15,개인,개인,2017,범일로154번길 49,-,중개거래,부산 부산진구,-
274,부산광역시 부산진구 범천동,842-28,842,28,리츠캐슬,69.63,202402,3,"27,000",-,11,개인,개인,2019,중앙번영로 26,-,중개거래,부산 부산진구,-
275,부산광역시 부산진구 범천동,844-3,844,3,우일아내트,49.8404,202402,15,"22,000",-,17,개인,개인,2018,중앙번영로 12-1,-,직거래,-,-
276,부산광역시 부산진구 범천동,854-2,854,2,범내골역이즈팰리스,44.043,202402,7,"19,500",-,11,개인,개인,2017,황령대로18번길 22,-,중개거래,부산 부산진구,-
277,부산광역시 부산진구 범천동,875-11,875,11,평광우리가,44.02,202402,18,"12,000",-,10,개인,법인,2015,신천대로65번길 90,-,중개거래,부산 부산진구,-
278,부산광역시 부산진구 범천동,879-2,879,2,서면베르빌2,28.62,202402,8,"6,670",-,16,개인,개인,2004,중앙대로 584,-,중개거래,부산 부산진구,-
279,부산광역시 부산진구 범천동,944-1,944,1,경남,59.9425,202402,1,"22,800",-,11,개인,개인,2003,신암로 32,-,중개거래,부산 부산진구 부산 사하구,-
280,부산광역시 부산진구 범천동,944-1,944,1,경남,84.9375,202402,21,"32,000",-,23,개인,개인,2003,신암로 32,-,중개거래,부산 부산진구,-
281,부산광역시 부산진구 범천동,944-1,944,1,경남,59.9425,202402,12,"22,000",-,11,개인,개인,2003,신암로 32,-,중개거래,부산 부산진구,-
282,부산광역시 부산진구 범천동,944-1,944,1,경남,59.9425,202402,7,"22,800",-,16,개인,개인,2003,신암로 32,-,중개거래,부산 부산진구,-
283,부산광역시 부산진구 범천동,966-8,966,8,서면동일스위트,59.9408,202402,10,"30,000",-,18,개인,개인,2013,범천로12번길 8,-,중개거래,부산 남구,-
284,부산광역시 부산진구 범천동,1054,1054,0,서면이-편한세상,84.787,202402,26,"44,000",-,9,개인,개인,2006,가야대로 702,-,직거래,-,-
285,부산광역시 부산진구 범천동,1054,1054,0,서면이-편한세상,141.409,202402,14,"63,000",-,16,개인,개인,2006,가야대로 702,-,중개거래,부산 부산진구,-
286,부산광역시 부산진구 범천동,1230-76,1230,76,궁전아이브더파크,52.1,202402,1,"16,250",-,5,개인,개인,2021,신암로 87,-,직거래,-,-
287,부산광역시 부산진구 범천동,1230-76,1230,76,궁전아이브더파크,52.1,202402,1,"16,250",-,5,개인,개인,2021,신암로 87,-,직거래,-,-
288,부산광역시 부산진구 범천동,1256-2,1256,2,서면항도타워맨션,59.82,202402,5,"17,000",-,1,개인,개인,1994,신암로 72,-,직거래,-,-
289,부산광역시 부산진구 범천동,1589-27,1589,27,탑패밀리,32.1,202402,18,"7,000",-,6,개인,개인,2004,신천대로 167,-,중개거래,부산 부산진구,-
290,부산광역시 부산진구 범천동,1647,1647,0,서면DS·협성엘리시안아파트,62.7679,202402,3,"30,000",-,6,개인,개인,2017,만리산로 11,-,중개거래,부산 부산진구,-
291,부산광역시 부산진구 범천동,1647,1647,0,서면DS·협성엘리시안아파트,62.7679,202402,15,"32,500",-,13,개인,개인,2017,만리산로 11,-,중개거래,부산 부산진구,-
292,부산광역시 부산진구 범천동,1647,1647,0,서면DS·협성엘리시안아파트,59.8084,202402,3,"32,500",-,25,개인,개인,2017,만리산로 11,-,중개거래,부산 부산진구,-
293,부산광역시 부산진구 범천동,1647,1647,0,서면DS·협성엘리시안아파트,74.7091,202402,15,"35,500",-,7,개인,개인,2017,만리산로 11,20240305,중개거래,부산 부산진구,-
294,부산광역시 부산진구 범천동,1647,1647,0,서면DS·협성엘리시안아파트,74.7091,202402,15,"35,500",-,7,개인,개인,2017,만리산로 11,-,중개거래,부산 부산진구,-
295,부산광역시 부산진구 범천동,1650,1650,0,서면3차봄여름가을겨울,78.6466,202402,21,"43,000",-,14,개인,개인,2020,가야대로 694,-,중개거래,부산 부산진구,-
296,부산광역시 부산진구 범천동,1650,1650,0,서면3차봄여름가을겨울,84.972,202402,6,"50,000",-,14,개인,개인,2020,가야대로 694,-,중개거래,부산 사하구,-
297,부산광역시 부산진구 범천동,1652,1652,0,e편한세상서면더센트럴,84.9608,202402,28,"54,700",-,21,개인,개인,2022,신암로 133,-,중개거래,부산 부산진구,-
298,부산광역시 부산진구 범전동,Apr-43,43,4,범전시영1동,79.876,202402,2,"80,000",-,6,개인,개인,1986,범양로 6,-,중개거래,부산 부산진구,-
299,부산광역시 부산진구 범전동,Apr-43,43,4,범전시영1동,79.876,202402,2,"80,000",-,6,개인,개인,1986,범양로 6,20240221,중개거래,부산 부산진구,-
300,부산광역시 부산진구 범전동,450,450,0,삼한골든뷰센트럴파크,84.9704,202402,5,"67,800",-,9,개인,개인,2019,중앙대로 821,-,중개거래,부산 부산진구,-
301,부산광역시 부산진구 범전동,450,450,0,삼한골든뷰센트럴파크,84.9936,202402,20,"73,500",-,37,개인,개인,2019,중앙대로 821,-,중개거래,부산 부산진구,-
302,부산광역시 부산진구 범전동,450,450,0,삼한골든뷰센트럴파크,84.9764,202402,4,"65,000",-,22,개인,개인,2019,중앙대로 821,-,중개거래,부산 부산진구,-
303,부산광역시 부산진구 연지동,1,1,0,청구,182.68,202402,21,"55,000",-,23,개인,개인,2000,성지로62번길 10,-,중개거래,부산 부산진구,-
304,부산광역시 부산진구 연지동,01월 06일,1,6,유림노르웨이숲,84.8374,202402,18,"33,500",-,18,개인,개인,2006,성지로62번길 8,-,중개거래,부산 부산진구,-
305,부산광역시 부산진구 연지동,23-17,23,17,연지2청구,84.72,202402,29,"26,200",-,8,개인,개인,2002,동평로291번길 30-17,-,중개거래,부산 부산진구,-
306,부산광역시 부산진구 연지동,Jun-50,50,6,화인,84.88,202402,6,"26,000",-,16,개인,개인,1996,동평로291번길 30,-,중개거래,부산 부산진구,-
307,부산광역시 부산진구 연지동,Jun-50,50,6,화인,84.88,202402,5,"29,000",-,19,개인,개인,1996,동평로291번길 30,-,중개거래,부산 부산진구,-
308,부산광역시 부산진구 연지동,Jun-50,50,6,화인,59.72,202402,6,"22,000",-,25,개인,개인,1996,동평로291번길 30,-,중개거래,부산 부산진구,-
309,부산광역시 부산진구 연지동,250-76,250,76,래미안어반파크아파트,84.86,202402,25,"74,000",-,21,개인,개인,2022,성지로 37,-,중개거래,부산 부산진구,-
310,부산광역시 부산진구 연지동,322,322,0,한신타워,241.97,202402,8,"46,200",-,2,개인,개인,1994,성지로61번길 30,-,직거래,-,-
311,부산광역시 부산진구 연지동,406,406,0,연지자이2차,84.9215,202402,28,"44,500",-,6,개인,개인,2011,초연로 11,-,중개거래,부산 부산진구,-
312,부산광역시 부산진구 초읍동,365,365,0,한신,50.82,202402,17,"14,900",-,19,개인,개인,1996,월드컵대로 449,-,중개거래,부산 부산진구,-
313,부산광역시 부산진구 초읍동,505,505,0,우신그린피아,83.58,202402,21,"18,300",-,19,개인,개인,2000,성지로114번길 68,-,중개거래,부산 부산진구,-
314,부산광역시 부산진구 초읍동,508,508,0,초읍대우,84.962,202402,22,"22,000",-,14,개인,개인,2000,성지로94번길 85,-,중개거래,부산 부산진구,-
315,부산광역시 부산진구 초읍동,671,671,0,혜도인파크에비뉴연지,84.8292,202402,22,"36,000",-,12,개인,개인,2018,새싹로 229,-,중개거래,부산 부산진구,-
316,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,84.9107,202402,20,"50,300",-,2,개인,개인,2020,초연로 6,-,중개거래,부산 부산진구,-
317,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,84.9107,202402,3,"50,300",-,6,개인,개인,2020,초연로 6,-,중개거래,부산 부산진구,-
318,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,84.9522,202402,5,"54,000",-,25,개인,개인,2020,초연로 6,-,중개거래,부산 부산진구,-
319,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,84.9107,202402,17,"52,100",-,15,개인,개인,2020,초연로 6,-,중개거래,부산 부산진구,-
320,부산광역시 부산진구 초읍동,676,676,0,포레나부산초읍,39.1654,202402,27,"21,500",-,7,개인,법인,2020,초연로 6,-,중개거래,부산 부산진구,-
321,부산광역시 부산진구 부암동,Mar-48,48,3,타워베르빌,84.971,202402,20,"28,500",-,9,개인,개인,2005,시민공원로19번길 65,-,직거래,-,-
322,부산광역시 부산진구 부암동,Jun-55,55,6,일성인포,76.2,202402,1,"20,000",-,14,개인,개인,1997,신천대로 252,-,중개거래,부산 부산진구,-
323,부산광역시 부산진구 부암동,304-14,304,14,시민공원일동미라주시티,41.4551,202402,22,"22,700",-,7,개인,법인,2022,동평로 192,-,직거래,-,-
324,부산광역시 부산진구 부암동,304-14,304,14,시민공원일동미라주시티,41.4551,202402,22,"22,700",-,8,개인,법인,2022,동평로 192,-,직거래,-,-
325,부산광역시 부산진구 부암동,500,500,0,화승,59.8,202402,17,"22,800",-,17,개인,개인,1997,당감로 79,-,중개거래,부산 부산진구,-
326,부산광역시 부산진구 부암동,500,500,0,화승,84.76,202402,15,"33,700",-,20,개인,개인,1997,당감로 80,-,중개거래,부산 부산진구,-
327,부산광역시 부산진구 부암동,500,500,0,화승,59.8,202402,5,"25,000",-,11,개인,개인,1997,당감로 80,-,중개거래,부산 부산진구,-
328,부산광역시 부산진구 부암동,500,500,0,화승,84.76,202402,25,"35,200",-,17,개인,개인,1997,당감로 80,-,중개거래,부산 부산진구,-
329,부산광역시 부산진구 부암동,560-14,560,14,협성피닉스타운,84.9,202402,15,"17,000",-,2,개인,개인,1993,당감로 118,20240305,중개거래,부산 부산진구,-
330,부산광역시 부산진구 부암동,560-14,560,14,협성피닉스타운,84.9,202402,15,"17,000",-,2,개인,개인,1993,당감로 118,-,중개거래,부산 부산진구,-
331,부산광역시 부산진구 부암동,657,657,0,백양산삼정그린코아,59.8562,202402,29,"17,200",-,10,개인,개인,2012,용사촌로 52-16,-,중개거래,부산 부산진구,-
332,부산광역시 부산진구 부암동,720,720,0,쌍용스윗닷홈,94.412,202402,23,"28,500",-,7,개인,개인,2004,백양산로 70,-,중개거래,부산 부산진구,-
333,부산광역시 부산진구 부암동,725,725,0,당감뜨란채,59.98,202402,5,"17,650",-,12,개인,개인,2005,백양산로 57,-,중개거래,부산 부산진구,-
334,부산광역시 부산진구 부암동,725,725,0,당감뜨란채,59.98,202402,8,"17,600",-,13,개인,개인,2005,백양산로 57,-,중개거래,부산 부산진구,-
335,부산광역시 부산진구 부암동,725,725,0,당감뜨란채,59.98,202402,21,"17,600",-,16,개인,개인,2005,백양산로 57,-,중개거래,부산 부산진구,-
336,부산광역시 부산진구 부암동,725,725,0,당감뜨란채,59.98,202402,19,"20,500",-,20,개인,개인,2005,백양산로 57,-,중개거래,부산 부산진구,-
337,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202402,6,"40,000",-,24,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
338,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,79.7099,202402,27,"37,300",-,7,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
339,부산광역시 부산진구 부암동,736,736,0,서면동일파크스위트1차,84.9955,202402,14,"40,000",-,8,개인,개인,2014,동평로150번길 14,-,중개거래,부산 부산진구,-
340,부산광역시 부산진구 부암동,739,739,0,서면동일파크스위트2차,51.5082,202402,7,"27,000",-,5,개인,개인,2017,동평로 128,-,중개거래,부산 부산진구,-
341,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,110.8288,202402,13,"70,000",-,17,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
342,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202402,4,"44,000",-,11,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
343,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,84.9789,202402,2,"50,200",-,22,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
344,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,26,"38,500",-,7,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
345,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,20,"36,000",-,3,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
346,부산광역시 부산진구 부암동,746,746,0,서면동일파크스위트3차,67.882,202402,22,"38,200",-,11,개인,개인,2017,동평로 162,-,중개거래,부산 부산진구,-
347,부산광역시 부산진구 부암동,751,751,0,협성휴포레시티즌파크,84.9969,202402,13,"41,900",-,4,개인,개인,2020,동평로 173,-,중개거래,부산 부산진구,-
348,부산광역시 부산진구 당감동,109-1,109,1,태화현대1,84.94,202402,3,"36,500",-,17,개인,개인,1996,가야대로 635-20,-,중개거래,부산 부산진구,-
349,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,66.56,202402,1,"21,500",-,5,개인,개인,1989,백양관문로 10,-,중개거래,부산 부산진구,-
350,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,49.94,202402,15,"17,400",-,15,개인,개인,1989,백양관문로 10,-,중개거래,부산 부산진구,-
351,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,41.3,202402,29,"15,000",-,8,개인,개인,1989,백양관문로 10,-,중개거래,부산 기장군,-
352,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,32.39,202402,5,"10,500",308,2,개인,개인,1989,백양관문로 10,-,직거래,-,24.02.05
353,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,49.94,202402,16,"19,800",-,13,개인,개인,1989,백양관문로 10,-,중개거래,부산 부산진구,-
354,부산광역시 부산진구 당감동,516,516,0,개금주공3단지,32.39,202402,5,"14,000",-,8,개인,개인,1989,백양관문로 10,-,중개거래,부산 사상구,-
355,부산광역시 부산진구 당감동,770,770,0,삼성,59.82,202402,28,"10,200",-,6,개인,개인,1986,당감서로 112,-,중개거래,부산 부산진구,-
356,부산광역시 부산진구 당감동,794,794,0,백양푸른채,49.99,202402,3,"13,950",-,15,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
357,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.91,202402,23,"16,500",-,17,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
358,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.54,202402,3,"15,000",-,9,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
359,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.91,202402,8,"11,500",-,1,기타,기타,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
360,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.89,202402,1,"13,000",-,12,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
361,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.54,202402,23,"13,300",-,2,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
362,부산광역시 부산진구 당감동,794,794,0,백양푸른채,59.89,202402,14,"13,100",-,24,개인,개인,1999,백양산로53번길 62,-,중개거래,부산 부산진구,-
363,부산광역시 부산진구 당감동,797,797,0,"백양뜨란채,주공아파트(1단지)",59.89,202402,5,"17,000",-,12,개인,개인,1999,백양산로53번길 125,-,중개거래,부산 부산진구,-
364,부산광역시 부산진구 당감동,797,797,0,"백양뜨란채,주공아파트(1단지)",59.91,202402,21,"15,700",-,19,개인,개인,1999,백양산로53번길 125,-,중개거래,부산 부산진구,-
365,부산광역시 부산진구 당감동,807-4,807,4,동일스위트,84.9772,202402,19,"27,000",-,18,개인,개인,2005,백양관문로 115,-,중개거래,부산 부산진구,-
366,부산광역시 부산진구 당감동,807-4,807,4,동일스위트,59.9926,202402,15,"22,700",-,20,개인,개인,2005,백양관문로 115,-,중개거래,부산 부산진구,-
367,부산광역시 부산진구 당감동,1024,1024,0,서면2차봄여름가을겨울,82.661,202402,24,"44,500",-,21,개인,개인,2019,신천대로197번길 15,-,중개거래,부산 부산진구,-
368,부산광역시 부산진구 가야동,Jan-50,50,1,유림,84.7,202402,20,"28,500",-,8,개인,개인,1996,가야대로679번길 155,-,중개거래,부산 부산진구,-
369,부산광역시 부산진구 가야동,Feb-56,56,2,한신센타뷰,73.57,202402,15,"25,200",-,9,개인,개인,2002,가야대로 597,-,중개거래,부산 부산진구,-
370,부산광역시 부산진구 가야동,128-1,128,1,가야동원로얄듀크,77.3048,202402,21,"41,000",-,24,개인,개인,2013,가야대로 531,-,중개거래,부산 부산진구,-
371,부산광역시 부산진구 가야동,159,159,0,동아,84.5695,202402,26,"29,000",-,5,개인,개인,2003,가야공원로14번길 8,-,중개거래,부산 부산진구,-
372,부산광역시 부산진구 가야동,385,385,0,국민,47.24,202402,25,"11,000",-,3,개인,개인,1976,엄광로 263-6,-,직거래,-,-
373,부산광역시 부산진구 가야동,385-2,385,2,시영,39.67,202402,3,"7,500",-,4,개인,개인,1974,엄광로 270,-,중개거래,부산 부산진구,-
374,부산광역시 부산진구 가야동,588,588,0,반도보라빌,71.6577,202402,15,"35,000",-,2,개인,개인,2005,가야공원로 41,-,중개거래,부산 부산진구,-
375,부산광역시 부산진구 가야동,588,588,0,반도보라빌,84.8598,202402,19,"38,500",-,9,개인,개인,2005,가야공원로 41,-,중개거래,부산 부산진구,-
376,부산광역시 부산진구 가야동,588,588,0,반도보라빌,84.8598,202402,3,"38,500",-,5,개인,개인,2005,가야공원로 41,-,중개거래,부산 부산진구,-
377,부산광역시 부산진구 가야동,588,588,0,반도보라빌,84.8598,202402,13,"46,000",-,9,개인,개인,2005,가야공원로 41,-,중개거래,부산 부산진구,-
378,부산광역시 부산진구 가야동,668,668,0,벽산1,69.28,202402,8,"18,700",-,14,개인,기타,1991,엄광로 68,-,중개거래,부산 부산진구,-
379,부산광역시 부산진구 가야동,668,668,0,벽산1,69.28,202402,8,"18,700",-,14,개인,기타,1991,엄광로 68,20240219,중개거래,부산 부산진구,-
380,부산광역시 부산진구 가야동,669-9,669,9,벽산2,136.68,202402,22,"40,500",-,1,개인,개인,1992,엄광로 68,-,중개거래,부산 부산진구,-
381,부산광역시 부산진구 개금동,01월 07일,1,7,개금우드빌,44.87,202402,13,"10,000",-,6,개인,법인,1994,백양대로208번길 144,-,중개거래,부산 부산진구,-
382,부산광역시 부산진구 개금동,02월 19일,19,2,현대,84.945,202402,23,"16,500",-,8,개인,개인,1992,개금본동로 34,-,중개거래,부산 부산진구,-
383,부산광역시 부산진구 개금동,53,53,0,개금주공2,49.94,202402,17,"20,500",-,10,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
384,부산광역시 부산진구 개금동,53,53,0,개금주공2,49.94,202402,19,"20,200",-,5,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
385,부산광역시 부산진구 개금동,53,53,0,개금주공2,49.94,202402,15,"19,750",-,7,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
386,부산광역시 부산진구 개금동,53,53,0,개금주공2,41.3,202402,19,"15,500",-,8,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
387,부산광역시 부산진구 개금동,53,53,0,개금주공2,32.39,202402,13,"14,500",-,10,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
388,부산광역시 부산진구 개금동,53,53,0,개금주공2,32.39,202402,5,"14,000",-,7,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
389,부산광역시 부산진구 개금동,53,53,0,개금주공2,66.56,202402,8,"24,500",-,5,개인,개인,1988,백양관문로 7,-,중개거래,부산 부산진구,-
390,부산광역시 부산진구 개금동,Jan-53,53,1,개금주공1,39.72,202402,7,"19,900",-,5,개인,개인,1987,백양대로208번길 25,-,중개거래,부산 부산진구,-
391,부산광역시 부산진구 개금동,197-5,197,5,성원쌍떼뷰,59.715,202402,21,"18,500",-,15,개인,개인,2004,개금온정로 5,-,중개거래,부산 부산진구,-
392,부산광역시 부산진구 개금동,197-5,197,5,성원쌍떼뷰,59.602,202402,19,"17,900",-,22,개인,개인,2004,개금온정로 5,-,중개거래,부산 부산진구,-
393,부산광역시 부산진구 개금동,455,455,0,엘지신개금(2-1),59.99,202402,5,"26,500",-,13,개인,개인,1998,백양대로300번길 20,-,중개거래,부산 부산진구,-
394,부산광역시 부산진구 개금동,515-6,515,6,글로벌타워,84.85,202402,14,"24,200",-,5,개인,개인,2005,가야대로 458,-,중개거래,부산 부산진구,-
395,부산광역시 부산진구 개금동,540-51,540,51,다온미즈,21.55,202402,28,"7,400",-,12,개인,개인,2014,복지로 57,-,중개거래,부산 부산진구,-
396,부산광역시 부산진구 개금동,566-51,566,51,대동,41,202402,6,"9,000",-,3,개인,개인,1999,진사로89번길 73,-,직거래,-,-
397,부산광역시 부산진구 개금동,596,596,0,엘지신개금(2-2),84.99,202402,16,"33,000",-,20,개인,개인,1999,백양대로300번길 19,-,중개거래,부산 부산진구,-
398,부산광역시 부산진구 개금동,596,596,0,엘지신개금(2-2),84.99,202402,15,"32,100",-,14,개인,개인,1999,백양대로300번길 19,-,중개거래,부산 부산진구,-
399,부산광역시 부산진구 개금동,618-2,618,2,개금아이파크,84.99,202402,20,"26,000",-,2,개인,개인,2002,복지로 70,-,중개거래,부산 북구,-
400,부산광역시 부산진구 개금동,618-2,618,2,개금아이파크,74.59,202402,14,"25,800",-,4,개인,개인,2002,복지로 70,-,중개거래,부산 부산진구,-
401,부산광역시 부산진구 개금동,618-2,618,2,개금아이파크,74.59,202402,15,"25,800",-,4,개인,개인,2002,복지로 70,-,중개거래,부산 부산진구,-
402,부산광역시 부산진구 개금동,618-2,618,2,개금아이파크,74.59,202402,15,"25,800",-,4,개인,개인,2002,복지로 70,20240216,중개거래,부산 부산진구,-
403,부산광역시 부산진구 개금동,796,796,0,개금롯데캐슬,84.9056,202402,3,"44,500",-,6,개인,개인,2010,개금온정로 10,-,중개거래,부산 부산진구,-
404,부산광역시 부산진구 개금동,796,796,0,개금롯데캐슬,84.9542,202402,21,"44,000",-,7,개인,개인,2010,개금온정로 10,-,중개거래,부산 부산진구,-
405,부산광역시 부산진구 개금동,875,875,0,개금역금강펜테리움더스퀘어아파트,84.327,202402,22,"56,000",-,16,개인,개인,2018,가야대로 450,-,중개거래,부산 부산진구,-
406,부산광역시 동래구 명장동,01월 25일,25,1,영산무지개타운,84.975,202402,23,"23,000",-,9,개인,개인,1993,충렬사로67번길 13,-,중개거래,부산 동래구,-
407,부산광역시 동래구 명장동,300-55,300,55,동양맨션,47.11,202402,9,"12,000",-,3,개인,개인,1982,명서로 160,-,중개거래,부산 동래구,-
408,부산광역시 동래구 명장동,300-55,300,55,동양맨션,47.1,202402,20,"15,000",-,5,개인,개인,1982,명서로 160,-,중개거래,부산 동래구,-
409,부산광역시 동래구 명장동,300-55,300,55,동양맨션,47.11,202402,21,"15,000",-,5,개인,개인,1982,명서로 160,-,중개거래,부산 금정구,-
410,부산광역시 동래구 명장동,300-106,300,106,명장유림노르웨이숲,68.6486,202402,10,"21,000",-,11,개인,개인,2004,시실로 181,-,직거래,-,-
411,부산광역시 동래구 명장동,517-2,517,2,동남타워,59.92,202402,3,"13,300",-,12,개인,개인,1992,시실로 156,-,중개거래,부산 기장군,-
412,부산광역시 동래구 명장동,617,617,0,동래동일스위트,84.861,202402,16,"43,500",-,6,개인,법인,2018,시실로 119,-,중개거래,부산 동래구,-
413,부산광역시 동래구 명장동,617,617,0,동래동일스위트,67.8923,202402,17,"30,000",-,4,개인,개인,2018,시실로 119,-,중개거래,부산 동래구,-
414,부산광역시 동래구 명장동,617,617,0,동래동일스위트,67.8923,202402,7,"30,700",-,3,개인,개인,2018,시실로 119,-,중개거래,부산 동래구,-
415,부산광역시 동래구 명장동,623,623,0,e편한세상동래명장1단지,84.98,202402,7,"53,400",-,2,개인,개인,2019,명장로 65,-,중개거래,부산 부산진구,-
416,부산광역시 동래구 명장동,623,623,0,e편한세상동래명장1단지,59.98,202402,21,"42,800",-,6,개인,개인,2019,명장로 65,-,중개거래,부산 동래구,-
417,부산광역시 동래구 안락동,169-1,169,1,센텀유림노르웨이숲,84.6657,202402,19,"36,000",-,6,개인,개인,2013,연안로58번가길 10,-,중개거래,부산 동래구,-
418,부산광역시 동래구 안락동,433-1,433,1,롯데캐슬애브뉴,84.11,202402,22,"32,500",-,12,개인,개인,2007,충렬대로 368,-,중개거래,부산 동래구,-
419,부산광역시 동래구 안락동,433-4,433,4,충렬지음,49.024,202402,15,"17,700",-,5,개인,개인,2019,충렬대로 370,-,중개거래,부산 동래구,-
420,부산광역시 동래구 안락동,472-57,472,57,안락SKVIEW,84.93,202402,2,"40,000",-,18,개인,개인,1999,충렬대로 487,-,중개거래,부산 동래구,-
421,부산광역시 동래구 안락동,472-57,472,57,안락SKVIEW,59.91,202402,24,"28,700",-,5,개인,개인,1999,충렬대로 487,-,중개거래,부산 동래구,-
422,부산광역시 동래구 안락동,962,962,0,화목,146.69,202402,3,"38,500",-,3,개인,개인,1990,충렬사로 39,-,중개거래,부산 동래구,-
423,부산광역시 동래구 안락동,962,962,0,화목,84.95,202402,24,"29,500",-,7,개인,개인,1990,충렬사로 39,-,중개거래,부산 동래구,-
424,부산광역시 동래구 안락동,1242,1242,0,안락뜨란채2단지,59.98,202402,9,"36,000",-,15,개인,개인,2005,연안로 74,-,중개거래,부산 동래구,-
425,부산광역시 동래구 안락동,1242,1242,0,안락뜨란채2단지,74.65,202402,19,"40,800",-,8,개인,개인,2005,연안로 74,-,중개거래,부산 동래구,-
426,부산광역시 동래구 안락동,1251,1251,0,강변뜨란채,59.69,202402,3,"34,500",-,19,개인,개인,2006,안남로 79,-,중개거래,부산 동래구,-
427,부산광역시 동래구 안락동,1251,1251,0,강변뜨란채,59.69,202402,29,"39,200",-,23,개인,개인,2006,안남로 79,-,중개거래,부산 동래구,-
428,부산광역시 동래구 안락동,1258,1258,0,안락경동리인,96.7921,202402,5,"61,000",-,22,개인,개인,2015,충렬대로446번길 67,-,중개거래,부산 동래구,-
