NO,시군구,번지,본번,부번,단지명,전용면적(㎡),계약년월,계약일,거래금액(만원),동,층,매수자,매도자,건축년도,도로명,해제사유발생일,거래유형,중개사소재지,등기일자
766,부산광역시 북구 만덕동,962,962,0,이편한세상금정산,84.9378,202402,25,"43,500",-,6,개인,개인,2021,상학로 36,-,중개거래,부산 북구,-
767,부산광역시 북구 만덕동,963,963,0,백양산베스티움에코포레,84.9543,202402,16,"27,500",-,11,개인,개인,2022,상리로 86,-,중개거래,부산 북구,-
768,부산광역시 북구 덕천동,132-65,132,65,롯데,84.7504,202402,7,"22,050",-,22,개인,개인,2004,함박봉로 26,-,중개거래,부산 북구,-
769,부산광역시 북구 덕천동,132-65,132,65,롯데,84.7504,202402,3,"23,500",-,9,개인,개인,2004,함박봉로 26,-,중개거래,부산 북구,-
770,부산광역시 북구 덕천동,250-9,250,9,한성맨션1동~3동,60.57,202402,4,"17,800",-,1,개인,개인,1985,의성로127번길 28,-,중개거래,부산 북구,-
771,부산광역시 북구 덕천동,365-11,365,11,일동파크맨션,72.99,202402,7,"16,000",-,5,개인,개인,1985,만덕대로155번길 42,-,직거래,-,-
772,부산광역시 북구 덕천동,373-1,373,1,덕천삼정그린코아,78.1919,202402,29,"40,000",-,18,개인,개인,2007,만덕대로155번길 15,-,중개거래,부산 북구,-
773,부산광역시 북구 덕천동,388-1,388,1,대방,59.67,202402,6,"22,000",-,16,개인,개인,1993,만덕대로90번길 13,-,중개거래,부산 북구,-
774,부산광역시 북구 덕천동,409-14,409,14,소호(8동),56.15,202402,6,"12,000",-,4,개인,개인,1984,의성로115번길 107,-,중개거래,부산 북구,-
775,부산광역시 북구 덕천동,802,802,0,덕천주공1,38.64,202402,14,"6,500",-,1,개인,개인,1991,덕천로 72,-,직거래,-,-
776,부산광역시 북구 덕천동,802,802,0,덕천주공1,41.3,202402,20,"10,050",-,6,법인,개인,1991,덕천로 72,-,중개거래,부산 북구,-
777,부산광역시 북구 구포동,49,49,0,삼경장미,59.04,202402,17,"9,500",-,7,개인,개인,1995,시랑로21번길 50,-,중개거래,부산 북구,-
778,부산광역시 북구 구포동,394,394,0,구포봄여름가을겨울아파트,52.095,202402,17,"18,500",-,14,개인,개인,2017,낙동대로1762번길 50,-,중개거래,부산 북구,-
779,부산광역시 북구 구포동,399,399,0,지평웰리브,78.11,202402,18,"21,000",-,2,개인,법인,2017,낙동대로1762번길 60,-,중개거래,부산 북구,-
780,부산광역시 북구 구포동,452,452,0,구포윤창비에이치타운,60.59,202402,13,"19,300",-,5,개인,개인,2018,낙동대로1762번가길 20,-,중개거래,부산 북구,-
781,부산광역시 북구 구포동,857-3,857,3,벽산그린필드,77.04,202402,3,"11,150",-,2,개인,개인,1992,모분재로105번길 53,-,중개거래,부산 북구,-
782,부산광역시 북구 구포동,857-3,857,3,벽산그린필드,77.04,202402,17,"12,500",-,2,개인,개인,1992,모분재로105번길 53,-,중개거래,부산 북구,-
783,부산광역시 북구 구포동,857-3,857,3,벽산그린필드,77.04,202402,13,"11,300",-,3,개인,개인,1992,모분재로105번길 53,-,중개거래,부산 북구,-
784,부산광역시 북구 구포동,923-119,923,119,구포대성아파트,47.46,202402,1,"11,500",-,4,개인,개인,1986,구남언덕로20번길 7,-,중개거래,부산 북구,-
785,부산광역시 북구 구포동,1060-188,1060,188,구포2차봄여름가을겨울,50.39,202402,14,"18,500",-,9,개인,개인,2019,가람로 32,-,중개거래,부산 북구,-
786,부산광역시 북구 구포동,1060-188,1060,188,구포2차봄여름가을겨울,50.39,202402,17,"19,000",-,15,개인,개인,2019,가람로 32,-,중개거래,부산 북구,-
787,부산광역시 북구 구포동,1084-3,1084,3,협진태양,84.82,202402,15,"28,500",-,17,개인,개인,1997,백양대로 1025,-,중개거래,부산 북구,-
788,부산광역시 북구 구포동,1103-2,1103,2,구포현대,59.26,202402,6,"18,000",-,9,개인,법인,1994,백양대로 1003,-,중개거래,부산 북구,-
789,부산광역시 북구 구포동,1103-2,1103,2,구포현대,78.18,202402,21,"30,000",-,15,개인,개인,1994,백양대로 1003,-,중개거래,부산 북구,-
790,부산광역시 북구 구포동,1103-2,1103,2,구포현대,84.91,202402,26,"22,000",-,8,개인,개인,1994,백양대로 1003,-,중개거래,부산 북구,-
791,부산광역시 북구 구포동,1224,1224,0,구포동성가든타워,59.4,202402,16,"11,500",-,17,개인,개인,1995,시랑로79번길 30-8,-,중개거래,부산 북구,-
792,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,59.8889,202402,18,"15,200",-,8,개인,개인,2005,낙동북로 737,-,중개거래,부산 북구,-
793,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,59.8889,202402,5,"15,200",-,16,개인,개인,2005,낙동북로 737,-,중개거래,부산 북구,-
794,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,59.8889,202402,28,"16,500",-,18,개인,개인,2005,낙동북로 737,-,중개거래,부산 북구,-
795,부산광역시 북구 구포동,1293,1293,0,유림노르웨이숲,84.9149,202402,17,"23,600",-,13,개인,개인,2005,낙동북로 737,-,중개거래,부산 북구,-
796,부산광역시 북구 구포동,1296,1296,0,구포동원로얄듀크비스타,99.2495,202402,12,"57,000",-,18,개인,개인,2014,낙동대로1738번길 10,-,중개거래,부산 북구,-
797,부산광역시 북구 구포동,1296,1296,0,구포동원로얄듀크비스타,84.9869,202402,8,"41,500",-,9,개인,개인,2014,낙동대로1738번길 10,-,중개거래,부산 북구,-
798,부산광역시 해운대구 반송동,Jun-93,93,6,광하주택3,55.745,202402,8,"8,900",-,3,개인,개인,1990,신반송로 194,-,중개거래,부산 수영구,-
799,부산광역시 해운대구 반송동,260-6,260,6,이진,59.7,202402,18,"15,500",-,5,개인,개인,1998,반송순환로 202,-,중개거래,부산 해운대구,-
800,부산광역시 해운대구 반송동,683-12,683,12,영화,60.3,202402,29,"11,400",-,1,개인,개인,1985,반송로 827,-,중개거래,부산 동래구,-
801,부산광역시 해운대구 반송동,697,697,0,동화마을5,54.668,202402,20,"19,900",-,3,개인,법인,2018,반송로 816,-,직거래,-,-
802,부산광역시 해운대구 반송동,872,872,0,삼한2,59.98,202402,2,"14,350",-,19,개인,개인,1997,신반송로 102,-,직거래,-,-
803,부산광역시 해운대구 반송동,872,872,0,삼한2,59.92,202402,23,"14,450",-,21,개인,개인,1997,신반송로 102,-,중개거래,부산 해운대구,-
804,부산광역시 해운대구 반송동,884,884,0,LIG건영,59.88,202402,22,"13,300",-,14,개인,개인,1997,신반송로 80,-,중개거래,부산 해운대구,-
805,부산광역시 해운대구 반송동,887,887,0,남흥,59.95,202402,2,"14,800",-,3,개인,개인,1996,신반송로 163,-,중개거래,부산 해운대구,-
806,부산광역시 해운대구 반송동,888,888,0,삼한그린타운1,84.87,202402,17,"19,000",-,4,개인,개인,1995,신반송로 171,-,중개거래,부산 해운대구,-
807,부산광역시 해운대구 반송동,888,888,0,삼한그린타운1,84.87,202402,28,"21,600",-,19,개인,개인,1995,신반송로 171,-,중개거래,부산 해운대구,-
808,부산광역시 해운대구 반송동,888,888,0,삼한그린타운1,84.87,202402,29,"18,500",-,2,개인,개인,1995,신반송로 171,-,중개거래,부산 해운대구,-
809,부산광역시 해운대구 반여동,586-2,586,2,대우금사,84.99,202402,6,"24,500",-,9,개인,개인,1995,삼어로 207,-,중개거래,부산 해운대구,-
810,부산광역시 해운대구 반여동,692-6,692,6,센텀SD,82.094,202402,20,"21,000",-,12,개인,개인,1993,삼어로 149,-,직거래,-,-
811,부산광역시 해운대구 반여동,692-6,692,6,센텀SD,82.094,202402,25,"19,200",-,2,개인,개인,1993,삼어로 149,-,중개거래,부산 해운대구,-
812,부산광역시 해운대구 반여동,1088,1088,0,반여현대,59.92,202402,3,"17,100",-,11,개인,개인,1995,삼어로 131,-,중개거래,부산 해운대구,-
813,부산광역시 해운대구 반여동,1088,1088,0,반여현대,84.99,202402,19,"25,000",-,15,개인,개인,1995,삼어로 131,-,중개거래,부산 해운대구,-
814,부산광역시 해운대구 반여동,1088,1088,0,반여현대,134.88,202402,6,"36,000",-,19,개인,개인,1995,삼어로 131,-,중개거래,부산 해운대구,-
815,부산광역시 해운대구 반여동,1190-1,1190,1,우방신세계타운,59.96,202402,24,"23,600",-,8,개인,개인,2002,삼어로 61,-,중개거래,부산 해운대구,-
816,부산광역시 해운대구 반여동,1192-3,1192,3,일동미라주,56.9704,202402,25,"20,500",-,16,개인,개인,2001,삼어로 77,-,중개거래,부산 해운대구,-
817,부산광역시 해운대구 반여동,1199-11,1199,11,센텀대림,84.98,202402,29,"36,500",-,12,개인,개인,1996,선수촌로 95,-,중개거래,부산 해운대구,-
818,부산광역시 해운대구 반여동,1199-11,1199,11,센텀대림,59.99,202402,19,"24,500",-,23,개인,개인,1996,선수촌로 95,-,중개거래,부산 해운대구,-
819,부산광역시 해운대구 반여동,1199-11,1199,11,센텀대림,84.98,202402,14,"35,500",-,12,개인,개인,1996,선수촌로 95,-,중개거래,부산 해운대구,-
820,부산광역시 해운대구 반여동,1199-11,1199,11,센텀대림,59.99,202402,6,"23,900",-,6,개인,개인,1996,선수촌로 95,-,중개거래,부산 해운대구,-
821,부산광역시 해운대구 반여동,1291-1460,1291,1460,현대3,113.43,202402,15,"22,800",-,7,개인,개인,1995,재반로212번길 67,-,중개거래,부산 해운대구,-
822,부산광역시 해운대구 반여동,1291-1460,1291,1460,현대3,59.97,202402,8,"9,750",-,8,개인,개인,1995,재반로212번길 67,-,중개거래,부산 해운대구,-
823,부산광역시 해운대구 반여동,1405-31,1405,31,삼익그린맨션,84.93,202402,2,"38,000",-,12,개인,개인,1985,선수촌로21번길 30,-,중개거래,부산 해운대구,-
824,부산광역시 해운대구 반여동,1411-10,1411,10,현대그린맨션,57.09,202402,17,"29,800",-,12,개인,개인,1986,선수촌로21번길 65,-,중개거래,부산 해운대구,-
825,부산광역시 해운대구 반여동,1581-6,1581,6,현대1차,61.54,202402,23,"12,000",-,1,법인,개인,1991,재반로282번길 112,-,직거래,-,-
826,부산광역시 해운대구 반여동,1581-9,1581,9,세진,75.93,202402,17,"8,500",-,1,개인,개인,2004,재반로282번길 109,-,중개거래,부산 해운대구,-
827,부산광역시 해운대구 반여동,1581-9,1581,9,세진,75.93,202402,5,"9,400",-,2,개인,개인,2004,재반로282번길 109,-,중개거래,부산 해운대구,-
828,부산광역시 해운대구 반여동,1581-22,1581,22,홍림센텀아파트,35.82,202402,18,"8,000",-,4,개인,개인,1991,재반로282번길 83,-,직거래,-,-
829,부산광역시 해운대구 반여동,1594-1,1594,1,보훈,40.66,202402,24,"5,000",-,1,개인,개인,1979,재반로242번길 41,-,직거래,-,-
830,부산광역시 해운대구 반여동,1619,1619,0,센텀롯데캐슬아파트,59.9675,202402,27,"32,000",-,9,개인,개인,2004,반여로 133,-,중개거래,부산 해운대구,-
831,부산광역시 해운대구 반여동,1619,1619,0,센텀롯데캐슬아파트,59.9675,202402,7,"31,800",-,6,개인,개인,2004,반여로 133,-,중개거래,부산 해운대구,-
832,부산광역시 해운대구 반여동,1619,1619,0,센텀롯데캐슬아파트,59.7601,202402,14,"26,500",-,23,개인,개인,2004,반여로 133,-,중개거래,부산 해운대구,-
833,부산광역시 해운대구 반여동,1619,1619,0,센텀롯데캐슬아파트,59.7601,202402,17,"26,000",-,8,개인,개인,2004,반여로 133,-,중개거래,부산 해운대구,-
834,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,84.8,202402,16,"50,000",-,11,개인,개인,2002,선수촌로 122,-,중개거래,부산 해운대구,-
835,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,59.92,202402,21,"35,900",-,8,개인,개인,2002,선수촌로 122,20240302,중개거래,부산 해운대구,-
836,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,59.92,202402,21,"35,900",-,8,개인,개인,2002,선수촌로 122,-,중개거래,부산 해운대구,-
837,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,84.8,202402,3,"48,000",-,21,개인,개인,2002,선수촌로 122,-,중개거래,부산 해운대구,-
838,부산광역시 해운대구 반여동,1638,1638,0,아시아선수촌아파트,84.8,202402,3,"47,000",-,3,개인,개인,2002,선수촌로 122,-,중개거래,부산 강서구,-
839,부산광역시 해운대구 반여동,1641,1641,0,센텀롯데캐슬3차아파트,84.9798,202402,3,"40,000",-,6,개인,개인,2005,반여로 83,-,중개거래,부산 해운대구,-
840,부산광역시 해운대구 반여동,1641,1641,0,센텀롯데캐슬3차아파트,59.6231,202402,3,"34,000",-,27,개인,개인,2005,반여로 83,-,중개거래,부산 해운대구,-
841,부산광역시 해운대구 반여동,1662,1662,0,메가센텀한화꿈에그린,100.9973,202402,6,"59,000",-,11,개인,개인,2008,반여로 67,-,중개거래,부산 해운대구,-
842,부산광역시 해운대구 반여동,1662,1662,0,메가센텀한화꿈에그린,100.9973,202402,19,"60,000",-,18,개인,개인,2008,반여로 67,-,중개거래,부산 해운대구,-
843,부산광역시 해운대구 반여동,1662,1662,0,메가센텀한화꿈에그린,129.749,202402,28,"67,300",-,4,개인,개인,2008,반여로 67,-,중개거래,부산 해운대구,-
844,부산광역시 해운대구 반여동,1676,1676,0,해운대센텀트루엘2단지,59.9663,202402,21,"33,000",-,13,개인,개인,2019,삼어로133번나길 18,-,중개거래,부산 해운대구,-
845,부산광역시 해운대구 반여동,1682,1682,0,해운대센텀트루엘1단지,84.9593,202402,19,"45,400",-,22,개인,개인,2019,삼어로133번나길 17,-,중개거래,부산 해운대구,-
846,부산광역시 해운대구 반여동,1682,1682,0,해운대센텀트루엘1단지,84.9593,202402,14,"41,000",-,12,개인,개인,2019,삼어로133번나길 17,-,직거래,-,-
847,부산광역시 해운대구 재송동,139-1,139,1,센텀안성타워,82.69,202402,22,"15,400",-,5,개인,개인,1990,재반로30번길 135,-,중개거래,부산 해운대구,-
848,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.842,202402,15,"57,000",-,13,개인,개인,2006,해운대로76번길 55,-,중개거래,부산 해운대구,-
849,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,202402,6,"68,500",-,20,개인,개인,2006,해운대로76번길 55,-,중개거래,부산 해운대구,-
850,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,73.405,202402,4,"57,800",-,21,개인,개인,2006,해운대로76번길 55,-,중개거래,부산 해운대구,-
851,부산광역시 해운대구 재송동,939-2,939,2,센텀이편한세상,84.98,202402,7,"76,000",-,16,개인,개인,2006,해운대로76번길 55,-,중개거래,부산 해운대구,-
852,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,49.98,202402,14,"17,400",-,2,개인,개인,1981,해운대로61번가길 6,-,중개거래,부산 해운대구,-
853,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,49.96,202402,17,"19,000",-,4,개인,개인,1981,해운대로61번가길 6,-,중개거래,부산 해운대구,-
854,부산광역시 해운대구 재송동,1023,1023,0,센텀삼익아파트,49.96,202402,21,"17,500",-,7,개인,개인,1981,해운대로61번가길 6,-,중개거래,부산 해운대구,-
855,부산광역시 해운대구 재송동,1025-1,1025,1,센텀협성,50.88,202402,17,"20,500",-,4,개인,법인,1987,해운대로81번가길 63,-,중개거래,부산 해운대구,-
856,부산광역시 해운대구 재송동,1041-3,1041,3,금호,74.445,202402,19,"20,000",-,3,개인,개인,2000,재반로 141,-,중개거래,부산 해운대구,-
857,부산광역시 해운대구 재송동,1094-4,1094,4,센텀블루씨,38.858,202402,12,"12,100",-,2,개인,개인,2000,해운대로 137,-,중개거래,부산 해운대구,-
858,부산광역시 해운대구 재송동,1094-4,1094,4,센텀블루씨,56.418,202402,16,"18,000",-,2,개인,개인,2000,해운대로 137,-,직거래,-,-
859,부산광역시 해운대구 재송동,1182-1,1182,1,장산동국,59.64,202402,16,"12,100",-,1,개인,개인,1993,재송2로 91,-,중개거래,부산 해운대구,-
860,부산광역시 해운대구 재송동,1182-1,1182,1,장산동국,84.95,202402,5,"16,000",-,5,개인,개인,1993,재송2로 91,-,중개거래,부산 해운대구,-
861,부산광역시 해운대구 재송동,1196,1196,0,더샵센텀스타,135.65,202402,6,"131,000",-,36,개인,개인,2008,센텀동로 123,-,중개거래,부산 해운대구,-
862,부산광역시 해운대구 재송동,1196,1196,0,더샵센텀스타,164.32,202402,5,"178,000",-,24,개인,개인,2008,센텀동로 123,-,중개거래,부산 해운대구,-
863,부산광역시 해운대구 재송동,1197,1197,0,더샵센텀파크2차,127.489,202402,8,"126,500",-,48,개인,개인,2005,센텀중앙로 142,-,중개거래,부산 해운대구,-
864,부산광역시 해운대구 재송동,1200,1200,0,더샵센텀파크1차,126.9004,202402,13,"169,000",-,43,개인,개인,2005,센텀중앙로 145,-,중개거래,부산 해운대구,-
865,부산광역시 해운대구 재송동,1200,1200,0,더샵센텀파크1차,84.6389,202402,14,"85,000",-,26,개인,개인,2005,센텀중앙로 145,-,직거래,-,-
866,부산광역시 해운대구 재송동,1302,1302,0,센텀피오레1차,84.9446,202402,2,"40,000",-,16,개인,개인,2005,수영강변대로 382,-,중개거래,부산 연제구 부산 해운대구,-
867,부산광역시 해운대구 재송동,1324,1324,0,센텀협성르네상스타운,84.4011,202402,23,"53,500",-,29,개인,개인,2013,해운대로38번길 60,-,중개거래,부산 해운대구,-
868,부산광역시 해운대구 재송동,1355,1355,0,센텀리슈빌2단지,59.8934,202402,25,"50,000",-,22,개인,개인,2019,해운대로76번길 40,-,중개거래,부산 해운대구,-
869,부산광역시 해운대구 재송동,1355,1355,0,센텀리슈빌2단지,84.9916,202402,7,"64,500",-,10,개인,개인,2019,해운대로76번길 40,-,중개거래,부산 해운대구,-
870,부산광역시 해운대구 재송동,1355,1355,0,센텀리슈빌2단지,84.9916,202402,7,"64,500",-,10,개인,개인,2019,해운대로76번길 40,-,중개거래,부산 해운대구,-
871,부산광역시 해운대구 재송동,1360,1360,0,센텀천일스카이원,69.8968,202402,27,"40,250",-,11,개인,개인,2020,해운대로 265,-,중개거래,부산 해운대구,-
872,부산광역시 해운대구 우동,333,333,0,협성프라임빌,76.7051,202402,20,"36,200",-,3,개인,개인,2005,우동2로 93,-,중개거래,부산 해운대구,-
873,부산광역시 해운대구 우동,450,450,0,공작맨션,69.39,202402,13,"89,000",-,2,개인,개인,1984,우동1로50번길 32,-,중개거래,부산 해운대구,-
874,부산광역시 해운대구 우동,763,763,0,해운대경동제이드,134.1019,202402,5,"220,000",-,36,개인,개인,2012,해운대해변로 197,-,중개거래,부산 해운대구,-
875,부산광역시 해운대구 우동,945,945,0,반도보라빌,84.9073,202402,3,"71,500",-,19,개인,개인,2006,해운대로 495,-,중개거래,부산 해운대구,-
876,부산광역시 해운대구 우동,974,974,0,경동,58.695,202402,1,"52,000",-,19,개인,개인,1995,해운대해변로 85,-,중개거래,부산 해운대구,-
877,부산광역시 해운대구 우동,1100,1100,0,센텀삼환Nauville,84.84,202402,3,"69,000",-,11,개인,개인,1996,해운대로 361,-,중개거래,부산 해운대구,-
878,부산광역시 해운대구 우동,1100,1100,0,센텀삼환Nauville,84.84,202402,2,"66,900",-,4,개인,개인,1996,해운대로 361,-,중개거래,부산 해운대구,-
879,부산광역시 해운대구 우동,1102-221,1102,221,센텀현대,73.37,202402,17,"38,000",-,11,개인,개인,1999,해운대로469번길 190,-,중개거래,부산 해운대구,-
880,부산광역시 해운대구 우동,1104-1,1104,1,삼호가든맨션,163.945,202402,8,"165,000",-,3,개인,개인,1985,해운대로349번길 24,-,중개거래,부산 해운대구,-
881,부산광역시 해운대구 우동,1105,1105,0,센텀두산위브,84.972,202402,2,"70,500",-,15,개인,개인,2014,해운대로383번길 93,-,중개거래,부산 해운대구,-
882,부산광역시 해운대구 우동,1228,1228,0,센텀센시빌,84.9402,202402,17,"51,000",-,6,개인,개인,2003,해운대로 284,-,중개거래,부산 해운대구,-
883,부산광역시 해운대구 우동,1228,1228,0,센텀센시빌,84.9402,202402,28,"53,500",-,13,개인,개인,2003,해운대로 284,-,중개거래,부산 해운대구,-
884,부산광역시 해운대구 우동,1407,1407,0,해운대두산위브더제니스,127.6584,202402,8,"130,000",-,18,개인,개인,2011,마린시티2로 33,-,중개거래,부산 해운대구,-
885,부산광역시 해운대구 우동,1410-2,1410,2,우신골든메르시아,150.21,202402,17,"83,900",-,15,개인,개인,2010,마린시티3로 46,-,중개거래,부산 해운대구,-
886,부산광역시 해운대구 우동,1527,1527,0,해운대자이1단지,84.5368,202402,6,"89,800",-,20,개인,개인,2013,해운대로 435,-,중개거래,부산 해운대구,-
887,부산광역시 해운대구 우동,1536,1536,0,해운대자이2차1단지,59.8144,202402,19,"67,000",-,11,개인,개인,2018,해운대로469번길 110,-,중개거래,부산 해운대구,-
888,부산광역시 해운대구 우동,1536,1536,0,해운대자이2차1단지,84.7627,202402,9,"86,500",-,4,개인,개인,2018,해운대로469번길 110,-,중개거래,부산 해운대구,-
889,부산광역시 해운대구 우동,1543,1543,0,센텀경동리인,84.558,202402,21,"59,500",-,3,개인,개인,2018,해운대로469번길 178,-,중개거래,부산 해운대구,-
890,부산광역시 해운대구 우동,1549,1549,0,해운대비스타동원,84.9469,202402,16,"80,000",-,13,개인,개인,2019,해운대로 663,-,중개거래,부산 해운대구,-
891,부산광역시 해운대구 우동,1549,1549,0,해운대비스타동원,84.9483,202402,24,"92,000",-,42,개인,개인,2019,해운대로 663,-,중개거래,부산 해운대구,-
892,부산광역시 해운대구 우동,1549,1549,0,해운대비스타동원,84.9483,202402,15,"87,750",-,42,개인,개인,2019,해운대로 663,-,중개거래,부산 해운대구,-
893,부산광역시 해운대구 우동,1559,1559,0,센텀마티안,69.7086,202402,14,"62,000",-,25,개인,개인,2022,해운대로469번길 181,-,중개거래,부산 부산진구,-
894,부산광역시 해운대구 중동,262-1,262,1,중동삼정그린코아,59.97,202402,26,"30,000",-,1,개인,개인,2002,해운대로 777,-,중개거래,부산 해운대구,-
895,부산광역시 해운대구 중동,262-1,262,1,중동삼정그린코아,59.97,202402,20,"34,700",-,13,개인,개인,2002,해운대로 777,-,중개거래,부산 해운대구,-
896,부산광역시 해운대구 중동,718-6,718,6,해운대신시가지경동메르빌,103.3899,202402,1,"58,000",-,15,개인,개인,2005,해운대로774번길 30,-,직거래,-,-
897,부산광역시 해운대구 중동,1360,1360,0,롯데캐슬마린,84.9702,202402,16,"61,800",-,9,개인,개인,2004,중동2로34번길 29,-,중개거래,부산 해운대구,-
898,부산광역시 해운대구 중동,1360,1360,0,롯데캐슬마린,84.9702,202402,1,"63,000",-,17,개인,개인,2004,중동2로34번길 29,-,중개거래,부산 해운대구,-
899,부산광역시 해운대구 중동,1360,1360,0,롯데캐슬마린,84.9702,202402,16,"65,500",-,26,개인,개인,2004,중동2로34번길 29,-,중개거래,부산 해운대구,-
900,부산광역시 해운대구 중동,1787,1787,0,해운대SKVIEW,84.9757,202402,19,"63,000",-,14,개인,개인,2011,좌동순환로468번길 11,-,중개거래,부산 해운대구,-
901,부산광역시 해운대구 중동,1788,1788,0,해운대경남아너스빌,111.4161,202402,4,"86,500",-,14,개인,개인,2012,해운대로 732,-,중개거래,부산 해운대구,-
902,부산광역시 해운대구 중동,1788,1788,0,해운대경남아너스빌,84.9829,202402,4,"78,000",-,21,개인,개인,2012,해운대로 732,-,중개거래,부산 해운대구,-
903,부산광역시 해운대구 중동,1793,1793,0,해운대래미안,101.5938,202402,27,"75,000",-,11,개인,개인,2014,좌동순환로 402,-,직거래,-,-
904,부산광역시 해운대구 중동,1793,1793,0,해운대래미안,84.9843,202402,5,"73,000",-,22,개인,개인,2014,좌동순환로 402,-,중개거래,부산 해운대구,-
905,부산광역시 해운대구 중동,1793,1793,0,해운대래미안,84.9872,202402,5,"77,300",-,10,개인,개인,2014,좌동순환로 402,-,중개거래,부산 해운대구,-
906,부산광역시 해운대구 중동,1818,1818,0,해운대힐스테이트위브,59.9517,202402,17,"53,000",-,16,개인,개인,2015,좌동순환로433번길 30,-,중개거래,부산 해운대구,-
907,부산광역시 해운대구 좌동,970,970,0,롯데캐슬마스터,84.956,202402,5,"62,000",-,18,개인,개인,2005,세실로 104,-,중개거래,부산 해운대구,-
908,부산광역시 해운대구 좌동,970,970,0,롯데캐슬마스터,84.986,202402,27,"61,000",-,3,개인,개인,2005,세실로 104,-,중개거래,부산 해운대구,-
909,부산광역시 해운대구 좌동,1271,1271,0,신성,57.9,202402,28,"30,500",-,14,개인,개인,1996,대천로67번길 15,-,중개거래,부산 해운대구,-
910,부산광역시 해운대구 좌동,1273,1273,0,대창,59.946,202402,6,"28,250",-,2,개인,개인,1996,대천로67번길 7,-,중개거래,부산 해운대구,-
911,부산광역시 해운대구 좌동,1282,1282,0,해운대 센트럴파크,39.95,202402,3,"19,000",-,13,개인,개인,1998,좌동순환로 118,-,중개거래,부산 해운대구,-
912,부산광역시 해운대구 좌동,1286,1286,0,대림2,59.816,202402,15,"35,400",-,6,개인,개인,1997,대천로103번길 9,-,중개거래,부산 해운대구,-
913,부산광역시 해운대구 좌동,1288,1288,0,대동타운,84.88,202402,8,"54,000",-,6,개인,개인,1996,대천로103번길 29,-,중개거래,부산 해운대구,-
914,부산광역시 해운대구 좌동,1288,1288,0,대동타운,115.64,202402,14,"66,000",-,24,개인,개인,1996,대천로103번길 29,-,중개거래,부산 해운대구,-
915,부산광역시 해운대구 좌동,1288,1288,0,대동타운,115.64,202402,12,"59,000",-,16,개인,개인,1996,대천로103번길 29,-,중개거래,부산 영도구,-
916,부산광역시 해운대구 좌동,1288,1288,0,대동타운,59.95,202402,3,"30,400",-,2,개인,개인,1996,대천로103번길 29,-,중개거래,부산 해운대구,-
917,부산광역시 해운대구 좌동,1288,1288,0,대동타운,50.575,202402,3,"29,000",-,12,개인,개인,1996,대천로103번길 29,-,중개거래,부산 해운대구,-
918,부산광역시 해운대구 좌동,1298,1298,0,건영2,59.526,202402,3,"33,500",-,3,개인,개인,1997,세실로 126,-,중개거래,부산 해운대구,-
919,부산광역시 해운대구 좌동,1298,1298,0,건영2,59.526,202402,28,"37,000",-,4,개인,개인,1997,세실로 126,-,중개거래,부산 해운대구,-
920,부산광역시 해운대구 좌동,1298,1298,0,건영2,84.84,202402,1,"52,000",-,6,개인,개인,1997,세실로 126,20240304,직거래,-,-
921,부산광역시 해운대구 좌동,1298,1298,0,건영2,84.84,202402,1,"52,000",-,6,개인,개인,1997,세실로 126,-,직거래,-,-
922,부산광역시 해운대구 좌동,1298,1298,0,건영2,84.64,202402,17,"50,000",-,6,개인,개인,1997,세실로 126,-,중개거래,부산 해운대구,-
923,부산광역시 해운대구 좌동,1300,1300,0,롯데3차,59.6,202402,23,"30,000",-,3,개인,개인,1997,세실로 138,-,중개거래,부산 해운대구,-
924,부산광역시 해운대구 좌동,1300,1300,0,롯데3차,59.6,202402,13,"42,800",-,10,개인,개인,1997,세실로 138,-,중개거래,부산 해운대구,-
925,부산광역시 해운대구 좌동,1300,1300,0,롯데3차,59.6,202402,8,"39,000",-,17,개인,개인,1997,세실로 138,-,중개거래,부산 해운대구,-
926,부산광역시 해운대구 좌동,1307,1307,0,대원,59.79,202402,8,"29,500",-,1,개인,개인,1998,좌동순환로 252,-,중개거래,부산 해운대구,-
927,부산광역시 해운대구 좌동,1307,1307,0,대원,59.79,202402,16,"33,500",-,12,개인,개인,1998,좌동순환로 252,-,중개거래,부산 해운대구,-
928,부산광역시 해운대구 좌동,1310,1310,0,화목,134.19,202402,8,"85,000",-,13,개인,개인,1996,대천로 187,-,중개거래,부산 해운대구,-
929,부산광역시 해운대구 좌동,1310,1310,0,화목,56.345,202402,15,"43,300",-,11,개인,개인,1996,대천로 187,-,중개거래,부산 해운대구,-
